,text,positive,negative,neutral,result
374,"did anyone else try the peepsbrand pepsi
or peepsi as we have been calling it. taste like carmex lip balm, is what the grandkids say. i just said ""no thanks"". ",,,,
377,"cokeよりpepsi派です。
そして今ハッシュタグにアイコンが自動的に付くのね。
 pepsi",,,,
379,dustinthomasxo omg you have a baby!?!  congrats!  did you breed the lady cop?  gowithgod love bestlife pepsi,,,,
381,"fly me away!!!  
zeroisnowboarding sweepstakes
pepsi
jetblue",,,,
383,"pepsi jetblue zeroisnowboarding sweepstakes 
pepsi

jetblue",,,,
384,pepsi pepsi  please pepsi help me l want put me in a pepsi ad l want my song to be known please3 seconds,,,,
385,pepsi jetblue   please pepsi help to shining this song and give (1milon) please  put me in a pepsi ad,,,,
386,zeroisnowboarding sweepstakes pepsi  jetblue fly away with me,,,,
387,haseebdesign hendrick5team teamhendrick pepsi kylelarsonracin this is straight 🔥,,,,
388,pepsi jetblue ,,,,
391,"everyone have a look at this one too called pepsi  don't forget to like, share and subscribe or just burn my bridge, thanks.",,,,
393,"i wanna travel 🥺 zeroisnowboarding sweepstakes 
pepsi 
jetblue",,,,
394,pepsi  jetblue zeroisnowboarding sweepstakes,,,,
395,pepsi jetblue what fun!  i love to travel!  zeroisnowboarding sweepstakes,,,,
397,"the issue isn't a new look or logo.
the issue is that pepsi is not coke.

foodnetwork 
pepsi 
cocacola ",,,,
401,just two newlyweds that love to travel ❤️ zeroisnowboarding sweepstakes pepsi jetblue ,,,,
404,"rt hallucinatier: you ever just need to you know… 
pepsi ? ",,,,
406,pepsi jetblue pepsi jetblue,,,,
407,genta__dhani unitednations brutallity fuckidf chickensoup mcdonaldsallamerican usa netflix netflixราคาถูก netflix18 burgerking pepsi apartheidisrael armyapes,,,,
409,reliance forming a new camp for pushing campa reliancecampa campa reliance relianceretail campacola reliance premier ril fmcg beverages cocacola pepsi softdrinks  ,,,,
416,"shifahpro3 city_lounge1 djgero60 pepsi aquafina medikits1 shifahpro3 
we love you so much 
thanks for the work ur doing 
thirstyformore",,,,
417,"rt anapaugalde: ¡después de 15 años, pepsi apuesta por un nuevo logotipo e identidad visual, manteniendo elementos icónicos del pasado, c…",,,,
418,"shifahpro3 city_lounge1 djgero60 pepsi aquafina medikits1 as ambassador
am already in the building",,,,
419,pepsi jetblue zeroisnowboarding  sweepstakes,,,,
424,un sandwichito pa' la dieta... 😏😏😏😏😏😏😏 buenprovecho sandwichito ensalada doritos chocolatebunnies pepsi subway ,,,,
425,"you ever just need to you know… 
pepsi ? ",,,,
426,"pepsi jetblue zeroisnowboarding sweepstakes and tag
pepsi
and
jetblue",,,,
432,pepsi i will buy so much vanilla pepsi if you bring it back,,,,
434,"¡después de 15 años, pepsi apuesta por un nuevo logotipo e identidad visual, manteniendo elementos icónicos del pasado, con una tipografía más ancha y el nombre de la marca dentro de la icónica esfera tricolor! 🥤 pepsi brandidentity marketing ",,,,
436,pepsi jetblue zeroisnowboarding sweepstakes pepsi jetblue 💙✈️,,,,
439,pepsi jetblue zeroisnowboarding  sweepstakes ,,,,
441,"día como hoy en 1983: apple reclutó a john sculley de pepsi para que fuera su ceo.

stevejobs le preguntó célebremente:

¿quieres vender agua azucarada por el resto de tu vida o quieres cambiar el mundo?

 ¿quieres vivir el resto de tu vida así o quieres cambiarla?  bitcoin ",,,,
445,mg_smitht peepsbrand pepsi wildturkey happy easter to my favorite peeps assassin ,,,,
447,tuckfwitterz peeps flavored pepsi? i wish i knew.,,,,
449,"pepsi new booze products/2023 
driver shot jfk",,,,
452,zeroisnowboarding sweepstakes take me away! pepsi jetblue ,,,,
455,pepsi jetblue i’m ready zeroisnowboarding sweepstakes pepsi jetblue,,,,
456,so i didn’t know peeps x pepsi was a thing. but it’s surprisingly good! happy easter! peepsbrand ,,,,
457,mg_smitht peepsbrand pepsi wildturkey now i've seen everything.,,,,
458,pepsi jetblue zeroisnowboarding sweepstakes ,,,,
462,hope everyone is having a good easter. my mom gave me a peepsi a 2023 limited pepsi. i will say that it really tastes like a liquidized  carbonated peep ,,,,
464,"for the first time in almost 15 years, pepsi shares its logo rebrand. todd kaplan, the cmo, believes that the new visual design will assist a “new era” for pepsi. pepsi 2023cm331 mgdowding",,,,
465,"zeroisnowboarding sweepstakes and tag 
pepsi
 and 
jetblue i would love a zero fee flight!!!",,,,
469,"in honor of easter, let's give this a try. pepsi x peeps ",,,,
470,"i’m glad everyone on my timeline can agree that pepsi is better than 
worldofcocacola ,cause i only a person with bad tast would disagree.",,,,
472,"mg_smitht peepsbrand pepsi wildturkey cheers and happy easter, ma’am!🐣",,,,
473,"relaxing with a wild peep- appreciate the peepsi peepsbrand and pepsi ! i think this keeps wildturkey on brand, still a gentle sipper ",,,,
474,pepsi❤️ te amo para siempre ,,,,
480,jetblue pepsi i would love to take to the sky again!  zeroisnowboarding sweepstakes ,,,,
481,pepsi  jetblue sweepstakes zeroisnowboarding ,,,,
483,"cocacola
pepsi ",,,,
485,pepsi,,,,
486,"zeroisnowboarding sweepstakes 
pepsi

jetblue would be so great to win i need a trip been a while. thank you for the chance to win.🥳✈️",,,,
487,pepsi you ain't slick. this is just pepsi vanilla with a yellow wrapper.  ,,,,
488,"zeroisnowboarding sweepstakes 
pepsi

jetblue would love  a chance to win need a trip thank you for the chance. ",,,,
490,"hey, jetblue and pepsi this is a picture of me, you can't see me because i blend right in.  it has been a long winter and i need a vacation in the sun.  zeroisnowboarding sweepstakes.   

😁 ",,,,
491,burghsportnews barzdown nhl pepsi nyislanders i couldn't imagine thinking ww1 happened in the 1980's...,,,,
492,"pepsi wouldn't you like to improve the pepsi experience? increases safety and awareness
",,,,
494,maguire_ryan50 17totherafters nhl pepsi nyislanders win a cup in the span of 2 generations lol,,,,
497,"how many product managers and marketing executives from two companies does it take to realize that labeling this crossover product “peeps x pepsi” and not “peepsi” is a tragic missed branding opportunity? 

anyway, happy easter everyone!
peepsi
pepsi peepsbrand ",,,,
498,"rafeefsamo peepsbrand pepsi i mean, that would work too! 
it’s good! not overly sweet to me &amp; has a marshmallow taste.",,,,
499,walmart pepsi worldofcocacola walmart pepsi cocacola can u please fix yr barcodes so when we use the returnable machines it reads them painintheneck thank you,,,,
501,pepsi jetblue pepsi jetblue zeronowboarding sweepstakes,,,,
503,"dalenogol muita pepsi e muito twitter!

- fica a dica!

legal

resenhapepsiblack",,,,
504,pepsi you've ruined it!,,,,
505,pepsi your new recipe is absolutely disgusting! there was nothing wrong with how it was before. if i wanted reduced sugar i'd drink pepsi max! i'll never buy another pepsi ever again. coca cola has always been better any way!,,,,
506,jetblue pepsi zeroisnowboarding sweepstakes and tag pepsi and jetblue,,,,
507,lindz_jay peepsbrand pepsi how do these taste?? i am picturing a peep drowned in pepsi? 😁,,,,
509,thatbeard3ddude nhl pepsi congrats on making history last night,,,,
510,i’m here for this pepsi &amp; jacklinks 🤤 ,,,,
511,pitdesi i know ppgosavi likes pepsi but i prefer babka. ,,,,
512,pepsi miss_meenas jetblue zeroisnowboarding sweepstakes pepsi_sa jetblue,,,,
514,jetblue pepsi celebrating 15 years of marriage with this guy in june! would love to surprise him somehow! ✈️  zeroisnowboarding sweepstakes pepsi jetblue 🍀🍀🍀 ,,,,
515,mnniceterese *peepsi i mean c'mon pepsi how'd you miss this 💸,,,,
516,realsaltyslim buy pepsi it’s refreshing. ,,,,
517,christ had a cross...and i have this. keto dying sins pepsi peeps easter ,,,,
518,pepsi should get in at the ground floor of sponsoring my stripteases on streams. cmon. you got the right one baby. cmon. uh. that other slogan. see?,,,,
519,"jetblue pepsi cool! zeroisnowboarding sweepstakes
pepsi jetblue",,,,
520,"hodgetwins them stores and product makers also needa come down on them prices hahaha i mean take pepsi for example. you know how much revenue they make, and all they do is raise the cheeto prices, no one bitching at pepsi tho for raping our wallets, give a little to get a little lmao",,,,
521,"if yo ain't city_lounge1 then yo a lost sheep.
everything is set, vybz by yo humble lion djgero60 🦁. 
sponsored by sekitendeian3
 pepsi , aquafina 

city_lounge1 , medikits1 ",,,,
522,"i've obtained peepsi! easter2023 vtubers vtuber envtuber vtuberuprising  twitchstreamers
vtubersupport twitchstreamer twitchaffiliate pepsi ",,,,
524,nhl pepsi hockey fans are some of the most toxic fans in sports.,,,,
525,haseebdesign hendrick5team teamhendrick pepsi kylelarsonracin really wish they didn’t go with coke.,,,,
527,"kathrinebreda nhl pepsi lmao, in context of the story, the headline makes sense. fuck off",,,,
528,rt wsa94a: yo declaro a pepsi  como la bebida gasificada con más huevos en el mercado! progres 👻,,,,
529,joemacrules peepsbrand pepsi i do! it’s not overly sweet to me.,,,,
531,"if ever there was a disgusting pepsi idea, this would be one, of them. the cola taste i enjoy. stop fking with it pepsi_usa ",,,,
533,"coca-cola vs pepsi: ""ну конечно, кто-то же должен выиграть битву за насыщение организма сахаром и карамелью. 🤔🥤🙄"" cocacola pepsi ukiyoe ",,,,
534,rt crochetprogress: hoppy easter. amigurumi crochet easter peep peepsi pepsi egg ,,,,
535,hoppy easter. amigurumi crochet easter peep peepsi pepsi egg ,,,,
536,nhl pepsi chill he’s only won 99 of his 157 games with a vezina… guy must be garbage,,,,
537,"i've got so much pepsi that it's unreal 

i bought twelve 2 litre bottles and 6 packs of 24 cans recently 

call me a coke addict 🤣🤣🤣",,,,
539,pepsi same question.,,,,
540,"lediolegal parabéns pelo shape 

legal 

muita pepsi",,,,
542,"entering to win. 
zeroisnowboarding sweepstakes 
pepsi
jetblue",,,,
543,"pepsi i am fairly sure there are legal ramifications for not informing your customers that you have changed your recipe - people have quite severe  intolerances to certain sweetners! i am one of them, sucralose makes me feel very poorly.",,,,
545,lindz_jay peepsbrand pepsi did you like it?,,,,
546,"rt robconnett1: earlier this week on the wptf morning show... we tried peeps-flavored pepsi.

it was...interesting.

check out the vide…",,,,
547,zeroisnowboarding let’s drink pepsi while we are on an awesome vacation with jetblue  sweepstakes,,,,
548,bicireporteradf pepsimex pepsicomex pepsimex pepsi,,,,
551,"so if pepsi now contains 50% less sugar , why is still subject to the stupid ass sugar tax ?  it also tastes vile !!!!!! sort it out pepsi !!",,,,
554,"rt laceybrooke27: i voted for pepsi , and you?! this is the final battle! pepsi vs coke! which one do you think is the winner of the cola…",,,,
555,exposedarkdeeds endwokeness reminds me of when cocacola said white people should be less white. i love pepsi zero.,,,,
556,just got back from havasu falls - so awesome! zeroisnowboarding sweepstakes pepsi jetblue ,,,,
557,"i wanna win zeroisnowboarding sweepstakes 

 pepsi and jetblue. i wanna fly with a pepsi in my hand.",,,,
558,"freebyrd316 nicomartelle hemanismyhero stradlemonkey motudrawing brokenbridgegxb mark_lapping sinjun45 captainbacon61 addictedhe the_tyebox hemanfan1 brooksidefilms tentaclause gillster37 therealwallbie aliciamariebody lizhobbs1974 smax140adams cimerians michaelodomart jfdm76 wheeljack83 deanetts seitayokokawa kevhulk73 battleramblog tylerslam dccomics mattel mastersofficial kimberlandart pepsi neca_toys hulkhogan konami metallica outbacksteakaus arcade_1up oreo pandaexpress pizzahut codyrhodes happyeaster to all of my motu loving brothers, here's my easter basket that my awesome wife gave me and she knows me so well. ",,,,
559,redcat77714916 hersheys nestle unilever jnjcares cussonspro pepsi cocacola rspotweets palmoildetect anytime 🤗🤗,,,,
562,"jetblue pepsi florida on my itinerary 🌴 
zeroisnowboarding sweepstakes pepsi jetblue",,,,
563,lyssaloveskesha pepsi they changed their formula in the uk,,,,
564,pepsi jetblue would love to go to florida 🌴 zeroisnowboarding sweepstakes  pepsi jetblue,,,,
565,pepsi nope. here in the uk they removed so much sugar and it tastes horrible,,,,
566,"dear pepsi , i was wondering about a sponsorship. (joke????) i have so much pepsi as a gamer, quite honestly, i don't know if coke has a chance.",,,,
567,where my pepsi people at? i need to understand why you have such bad taste in soda! explain yourselves now!,,,,
568,pepsi jetblue drop a follow ❤️come chat!!   ,,,,
569,whoever is responsible for the pepsi regalmovies movie quote ad should be put in jail. worst ad ever.,,,,
570,"2008 jesse and 2008 chef bagels would like to wish you a happy 2023 mexican easter. 

pepsi yorkshireripper waterbuffalo ",,,,
571,_pehicc hersheys nestle unilever jnjcares cussonspro pepsi cocacola rspotweets palmoildetect thank you,,,,
572,awkward_1110 hersheys nestle unilever jnjcares cussonspro pepsi cocacola rspotweets palmoildetect thank you,,,,
573,"pepsi your new uk recipe is disgusting. i was proud pepsi kept its original recipe once the sugar tax came in. please bring back full sugar pepsi, we're adults and can make our own choices about what we put in our bodies!",,,,
575,"ready for my next adventure. let's go! zeroisnowboarding, sweepstakes, jetblue, and pepsi. 📷nofilter ",,,,
579,"reportedly among the companies making the most money available to this agent of china's thug regime are pepsi, doordash, amazon and apple:   tiktok nationalsecurity sellthemtherope",,,,
